DateTime,AddedIPs,RemovedIPs
1593967921,3,11
1593968521,2,11
1593969721,2,11
1593970321,0,3
1593971521,3,31
1593972121,2,0
1593973321,0,34
1593974521,0,7
1593975722,2,3
1593976921,0,30
1593978121,7,16
1593978721,2,0
1593979321,3,3
1593979921,1,10
1593981121,3,0
1593981721,2,0
1593982921,0,8
1593984121,5,4
1593985321,4,28
1593985921,1,0
1593986522,3,1
1593987121,0,3
1593987721,1,0
1593988321,0,5
1593989522,1,3
1593990122,3,0
1593991321,0,17
1593992521,3,22
1593993721,1,8
1593994921,1,0
1593995521,3,9
1593996122,3,4
1593997321,0,3
1593998521,3,2
1593999721,3,0
1594000922,5,6
1594002121,5,2
1594002721,3,0
1594003322,8,0
1594004521,5,14
1594005721,3,0
1594006322,2,2
1594006922,1,9
1594008121,4,7
1594009321,3,9
1594010521,5,5
1594011721,5,3
1594012921,3,7
1594013521,2,0
1594014122,5,17
1594015321,5,4
1594015921,7,0
1594016521,2,0
1594017121,8,0
1594017721,4,18
1594018321,7,0
1594019522,3,2
1594020121,2,6
1594021322,3,15
1594022522,3,2
1594023721,3,2
1594024321,3,9
1594025521,9,8
1594026721,12,13
1594027322,3,19
1594028521,1,5
1594030321,5,12
1594030921,5,0
1594031521,7,0
1594032121,4,1
1594032722,12,7
1594033321,3,5
1594034521,12,17
1594035121,5,0
1594035721,8,8
1594036321,9,11
1594036921,4,0
1594037522,6,0
1594038121,3,9
1594039321,2,12
1594040521,0,2
1594041121,4,8
1594041722,3,0
1594042321,14,2
1594042921,3,20
1594043521,3,0
1594044121,5,12
1594045321,2,0
1594045922,3,8
1594047121,1,31
1594047721,2,5
1594048921,3,3
1594050121,17,3
1594051321,2,1
1594051921,2,2
1594052522,0,6
1594053721,6,7
1594054322,1,5
1594054921,2,9
1594056121,7,4
1594057321,3,15
1594058522,7,1
1594059721,6,38
1594060921,4,2
1594062121,2,17
1594063321,4,0
1594064522,9,38
1594065721,0,13
1594066322,0,8
1594066921,2,0
1594067521,1,6
1594068721,3,8
1594069321,3,11
1594070521,4,0
1594071722,0,3
1594072921,5,30
1594074121,6,22
1594075322,4,4
1594075921,4,0
1594076522,1,25
1594077721,3,5
1594078321,6,21
1594079522,1,0
1594080121,2,0
1594081321,2,2
1594082521,1,1
1594083721,2,14
1594084321,2,5
1594085522,5,0
1594086121,1,0
1594086721,4,2
1594087322,0,15
1594087922,1,3
1594089121,2,0
1594090321,1,7
1594091521,8,5
1594092121,3,0
1594093321,1,37
1594094521,4,0
1594095722,7,33
1594096922,1,0
1594098121,2,12
1594099322,8,20
1594100522,4,2
1594101721,2,16
1594102921,3,15
1594103521,2,8
1594105321,3,23
1594106522,5,7
1594107122,1,0
1594107721,6,0
1594108921,8,3
1594109521,6,5
1594110121,4,0
1594110721,2,2
1594111922,3,5
1594112521,5,16
1594113722,0,16
1594114321,2,3
1594114921,2,21
1594115521,4,0
1594116121,0,18
1594116722,1,6
1594117321,2,2
1594117921,6,0
1594118521,8,17
1594119121,2,12
1594120921,3,11
1594121521,3,6
1594122721,1,21
1594123321,5,0
1594124522,2,3
1594125722,3,31
1594126321,4,8
1594126921,2,3
1594127521,7,3
1594128121,6,3
1594128721,4,12
1594129322,6,4
1594129921,0,12
1594130522,2,0
1594131121,5,7
1594131721,1,2
1594132321,4,2
1594133522,2,4
1594134121,2,5
1594135321,5,1
1594135921,1,3
1594137122,4,8
1594137721,1,0
1594138921,6,11
1594139522,2,0
1594140121,1,0
1594140721,1,16
1594141321,1,9
1594141921,1,9
1594143122,5,4
1594144921,4,20
1594145521,3,0
1594146122,3,14
1594147322,7,0
1594147921,2,21
1594148521,4,5
1594149121,5,0
1594150321,2,7
1594150922,3,7
1594152122,3,0
1594152722,2,10
1594153921,8,24
1594154521,0,5
1594155722,1,5
1594156921,5,0
1594158121,6,1
1594158722,3,21
1594159321,8,2
1594160521,2,0
1594161722,4,3
1594162922,8,4
1594164121,1,27
1594165322,1,8
1594165921,1,8
1594167122,3,0
1594167722,0,15
1594168921,2,0
1594169521,2,32
1594170121,1,0
1594170722,4,0
1594171921,2,3
1594172521,4,6
1594173121,5,21
1594173721,5,23
1594174321,2,2
1594176122,7,6
1594177321,1,20
1594178522,4,10
1594179721,7,0
1594180921,5,9
1594181521,6,33
1594182722,6,2
1594183321,3,19
1594184521,7,2
1594185721,12,32
1594186921,5,3
1594188122,2,3
1594188721,1,11
1594189921,2,15
1594190521,2,0
1594191721,7,6
1594192921,11,7
1594194121,2,9
1594195321,4,12
1594196522,3,0
1594197721,3,14
1594198921,10,1
1594200121,6,9
1594200721,3,5
1594201321,3,0
1594201921,2,10
1594203121,3,20
1594203721,0,4
1594204921,6,4
1594205521,2,0
1594206122,1,11
1594206722,0,13
1594207921,3,19
1594209121,1,16
1594209721,3,0
1594210921,0,34
1594211521,2,23
1594212721,4,10
1594213321,1,6
1594214521,5,5
1594215121,5,0
1594216321,7,24
1594217522,1,5
1594218121,5,3
1594219321,5,28
1594220521,2,4
1594221721,3,23
1594222321,4,0
1594222921,5,4
1594223521,6,14
1594224721,10,0
1594225321,4,0
1594225921,0,28
1594226521,1,4
1594227721,2,18
1594228921,2,5
1594229521,10,0
1594230722,9,4
1594231321,6,1
1594232521,4,8
1594233121,3,14
1594233721,3,1
1594234321,2,0
1594234921,12,0
1594235521,5,5
1594236121,4,0
1594236722,5,1
1594237322,7,16
1594238521,2,8
1594239721,2,3
1594240921,4,0
1594241521,3,10
1594242121,6,3
1594243321,5,1
1594243921,9,0
1594245121,2,22
1594245721,10,0
1594246321,1,9
1594246922,2,0
1594247521,9,2
1594248122,3,0
1594248721,7,17
1594249321,1,0
1594250521,7,27
1594251722,10,38
1594252921,5,4
1594254122,2,0
1594255322,3,24
1594255921,3,8
1594257722,4,2
1594258321,5,22
1594258922,2,0
1594259521,1,4
1594260121,2,12
1594260721,2,0
1594261321,1,3
1594262521,4,0
1594263722,6,30
1594264321,6,0
1594264921,5,0
1594265521,0,23
1594266121,6,0
1594266721,3,10
1594267322,0,24
1594268521,1,6
1594269722,9,24
1594270921,1,25
1594272122,4,0
1594272721,2,3
1594273321,4,0
1594274521,1,2
1594275121,8,0
1594275721,11,1
1594276321,8,0
1594276922,2,0
1594278122,7,14
1594278721,2,11
1594279321,6,0
1594280522,0,20
1594281721,2,7
1594282922,3,10
1594284122,1,0
1594284721,0,3
1594285321,3,18
1594285921,4,14
1594286521,2,0
1594287121,3,4
1594287721,1,0
1594288321,1,22
1594288921,1,0
1594290121,2,19
