DateTime,AddedIPs,RemovedIPs
1594015921,7,0
1594016521,1,0
1594017121,7,0
1594017721,3,2
1594018082,20,16
1594018921,8,0
1594019522,1,0
1594020121,1,0
1594021322,2,0
1594021921,13,13
1594022522,14,0
1594023721,6,0
1594024921,4,0
1594025521,5,0
1594025762,13,20
1594026122,1,0
1594026721,9,0
1594027322,5,0
1594027683,16,15
1594027981,1,0
1594028521,1,0
1594029121,1,0
1594030321,3,0
1594030921,4,0
1594031522,31,12
1594032121,4,0
1594032722,16,0
1594033321,1,1
1594034521,10,0
1594035602,15,26
1594035721,4,0
1594036321,7,0
1594036921,2,0
1594037522,17,17
1594038121,2,0
1594039321,1,1
1594040521,1,0
1594041121,3,0
1594042321,12,0
1594042921,2,0
1594043282,19,22
1594043521,2,0
1594044121,5,0
1594044722,2,0
1594045321,2,0
1594045922,1,0
1594046522,2,0
1594047122,22,16
1594047721,2,0
1594048322,3,1
1594048921,2,0
1594049582,4,0
1594050121,14,0
1594050962,22,49
1594051321,1,0
1594051921,2,0
1594052522,1,0
1594053181,7,0
1594053721,4,0
1594054322,1,0
1594054805,26,21
1594054954,1,0
1594056121,9,0
1594056722,18,26
1594056781,2,0
1594057321,2,0
1594058522,5,1
1594059721,5,0
1594060562,35,20
1594060921,6,0
1594062484,25,22
1594062721,2,0
1594063321,3,0
1594064522,7,0
1594065721,0,2
1594068242,32,18
1594068815,4,1
1594069321,1,0
1594070521,1,0
1594071722,1,0
1594072082,22,24
1594072921,3,0
1594074121,5,0
1594075322,3,0
1594075922,24,16
1594076522,1,0
1594077721,2,0
1594078921,6,0
1594079522,1,0
1594079761,41,25
1594080121,4,0
1594081321,2,0
1594082525,0,1
1594083609,16,21
1594083721,1,0
1594084921,2,0
1594086121,6,0
1594086721,2,0
1594087682,49,39
1594087921,1,0
1594088521,1,1
1594089121,1,0
1594089602,37,43
1594089721,1,0
1594090321,1,0
1594090921,1,0
1594091521,48,56
1594092121,6,0
1594093321,1,0
1594094521,4,0
1594095722,5,0
1594096922,3,0
1594097282,39,35
1594098121,2,0
1594099411,1,0
1594099981,5,0
1594100522,2,0
1594101122,38,31
1594101721,4,0
1594102921,9,0
1594105203,17,19
1594105321,7,0
1594106522,1,0
1594107166,27,16
1594107721,6,0
1594108321,4,0
1594108921,5,0
1594109521,3,0
1594110121,4,0
1594111321,1,0
1594111922,2,0
1594112521,7,0
1594113122,20,19
1594113722,1,0
1594114321,1,0
1594115043,17,20
1594115521,3,0
1594116121,1,0
1594116722,1,0
1594117321,1,0
1594117921,3,0
1594118521,5,0
1594118883,21,18
1594119121,1,0
1594119829,3,0
1594120321,1,0
1594120921,2,0
1594121521,2,0
1594122721,2,0
1594122961,17,18
1594123321,4,0
1594123921,1,0
1594124522,1,0
1594125722,1,0
1594126321,4,0
1594126806,14,23
1594126921,1,0
1594127521,5,0
1594128121,5,0
1594128785,23,21
1594129322,5,0
1594130522,7,0
1594131121,7,0
1594131721,3,0
1594132802,19,14
1594132921,14,0
1594133522,1,0
1594134121,5,0
1594134721,4,0
1594135321,3,0
1594135921,3,0
1594136521,2,0
1594136884,20,20
1594137721,3,0
1594138921,12,0
1594139582,4,0
1594140722,30,16
1594141321,7,0
1594142521,3,0
1594143122,5,0
1594143181,3,0
1594143721,1,0
1594144563,14,24
1594144921,2,0
1594145521,1,0
1594146122,4,0
1594147322,7,0
1594147921,1,0
1594148407,18,26
1594148521,4,0
1594149121,2,0
1594149721,1,0
1594150381,1,0
1594150922,2,0
1594152482,16,12
1594152722,1,0
1594153321,1,0
1594154402,23,24
1594154521,6,0
1594155722,1,0
1594156321,0,1
1594156921,4,0
1594158242,18,23
1594158722,3,0
1594159321,1,0
1594160120,5,0
1594160521,1,0
1594161181,1,0
1594161722,2,0
1594162081,26,16
1594162922,5,0
1594165322,2,0
1594165922,41,18
1594167122,6,0
1594167722,2,0
1594168921,1,0
1594169521,1,0
1594170004,20,20
1594170121,2,0
1594170722,5,0
1594171922,43,35
1594172521,3,1
1594173121,4,0
1594173721,5,0
1594174921,1,0
1594175763,40,48
1594176122,7,0
1594177321,2,0
1594178522,3,0
1594179182,1,0
1594179602,61,53
1594179721,8,0
1594180921,4,0
1594181521,5,0
1594182781,5,0
1594183442,39,31
1594184521,5,0
1594185721,8,0
1594186921,3,0
1594187284,33,33
1594188122,2,0
1594188721,2,0
1594189982,2,0
1594190521,1,0
1594191122,10,19
1594191721,6,0
1594192921,19,0
1594194121,5,0
1594194964,27,17
1594195321,4,0
1594196522,2,0
1594196882,17,27
1594197721,1,0
1594198802,42,36
1594198921,11,0
1594200121,5,0
1594200722,4,2237
1594201321,2,0
1594202642,2247,0
1594203721,1,0
1594204562,18,16
1594204921,3,1
1594205521,2,0
1594206122,1,0
1594207981,2,0
1594208642,25,21
1594209721,3,0
1594211521,3,0
1594212122,1,0
1594213321,4,0
1594214402,14,15
1594214521,6,0
1594215121,4,0
1594216321,28,27
1594216921,7,0
1594218121,2,0
1594219321,6,0
1594220162,23,16
1594220521,12,0
1594221721,3,0
1594222321,2,0
1594222921,3,0
1594224004,15,14
1594224121,5,0
1594224721,10,0
1594225321,4,0
1594225922,10,25
1594226521,1,0
1594227721,2,0
1594228921,1,0
1594230002,26,26
1594230722,8,0
1594231324,7,0
1594231922,15,25
1594232521,3,0
1594233121,1,0
1594233721,3,0
1594234321,1,0
1594234921,4,0
1594235521,3,0
1594236121,3,0
1594236722,2,0
1594237681,20,23
1594238521,5,0
1594239721,2,0
1594240381,1,0
1594240921,19,0
1594241522,19,25
1594242121,5,0
1594243429,4,0
1594243921,7,0
1594245361,25,21
1594245721,6,0
1594246321,2,0
1594246922,1,0
1594247521,5,0
1594248122,5,0
1594248721,4,0
1594249321,2,0
1594250521,6,0
1594251121,23,22
1594251722,4,1
1594252321,1,0
1594253119,85,39
1594253521,13,0
1594254122,2,0
1594255322,3,0
1594256826,3,0
1594257722,3,0
1594258321,3,0
1594258802,47,32
1594258922,2,0
1594260121,4,0
1594260721,1,0
1594261321,2,0
1594262643,37,32
1594263722,5,0
1594264321,5,0
1594264921,3,0
1594266121,5,0
1594266722,53,44
1594267322,1,0
1594268521,1,0
1594269767,10,0
1594270921,1,0
1594272122,4,1
1594272482,38,40
1594272721,2,0
1594273423,4,0
1594274404,33,42
1594274521,2,0
1594275121,7,0
1594275721,11,0
1594276368,24,14
1594276922,2,0
1594278122,6,1
1594278721,2,1
1594279321,4,0
1594280162,26,20
1594280522,1,0
1594281721,2,0
1594282922,2,0
1594284002,18,27
1594284122,3,0
1594285321,3,0
1594285921,4,1
1594286521,1,0
1594287121,3,0
1594287182,1,0
1594287842,15,22
1594288921,1,0
1594290121,2,0
